Sensor;Navn;Dato;Breddegrad;Længdegrad;Temperatur°C;LuftfugtighedRH%;CO2 ppm;VOC ppb;Lydniveau dB;Min;Max;Lysniveau lux;Lys farve K;Optaget;Batteri mV;Dækning dB
53e1e;S.11 GBG. E236;18.09.2024 02:58;55.69486733920517;12.551568746566774;22,0;59,9;531;295;39;39;40;0;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 03:13;55.69486733920517;12.551568746566774;22,0;59,8;557;296;39;39;40;0;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 03:28;55.69486733920517;12.551568746566774;22,0;59,7;554;299;39;39;40;0;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 03:43;55.69486733920517;12.551568746566774;22,0;59,6;558;301;39;39;40;0;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 03:58;55.69486733920517;12.551568746566774;22,1;59,4;555;304;39;39;40;0;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 04:13;55.69486733920517;12.551568746566774;22,1;59,4;548;304;39;39;40;0;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 04:28;55.69486733920517;12.551568746566774;22,1;59,3;559;305;39;39;40;0;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 04:43;55.69486733920517;12.551568746566774;22,1;59,2;552;306;40;39;43;0;0;0;2882;-85
53e1e;S.11 GBG. E236;18.09.2024 04:58;55.69486733920517;12.551568746566774;22,1;59,1;560;310;39;39;40;0;0;0;2882;-85
53e1e;S.11 GBG. E236;18.09.2024 05:13;55.69486733920517;12.551568746566774;22,0;60,1;609;311;39;39;40;0;0;0;2882;-85
53e1e;S.11 GBG. E236;18.09.2024 05:28;55.69486733920517;12.551568746566774;22,0;61,2;537;301;39;39;40;0;0;0;2882;-85
53e1e;S.11 GBG. E236;18.09.2024 05:43;55.69486733920517;12.551568746566774;22,0;61,7;562;297;39;39;40;0;0;0;2882;-85
53e1e;S.11 GBG. E236;18.09.2024 05:58;55.69486733920517;12.551568746566774;22,0;62,7;585;292;39;39;40;0;0;0;2882;-85
53e1e;S.11 GBG. E236;18.09.2024 06:13;55.69486733920517;12.551568746566774;21,9;63,3;569;287;39;39;40;0;0;0;2882;-85
53e1e;S.11 GBG. E236;18.09.2024 06:28;55.69486733920517;12.551568746566774;21,9;63,6;551;284;39;39;40;0;0;0;2882;-85
53e1e;S.11 GBG. E236;18.09.2024 06:44;55.69486733920517;12.551568746566774;21,9;63,8;512;282;39;39;40;0;0;0;2882;-85
53e1e;S.11 GBG. E236;18.09.2024 06:59;55.69486733920517;12.551568746566774;21,9;64,2;580;277;39;39;40;0;0;0;2882;-85
53e1e;S.11 GBG. E236;18.09.2024 07:14;55.69486733920517;12.551568746566774;21,9;64,5;563;274;39;39;40;0;0;0;2882;-85
53e1e;S.11 GBG. E236;18.09.2024 07:29;55.69486733920517;12.551568746566774;21,9;64,9;524;273;39;39;40;2;0;0;2882;-85
53e1e;S.11 GBG. E236;18.09.2024 07:44;55.69486733920517;12.551568746566774;21,9;65,1;571;273;39;39;41;2;0;0;2882;-85
53e1e;S.11 GBG. E236;18.09.2024 07:59;55.69486733920517;12.551568746566774;21,9;65,1;518;270;39;39;40;2;0;0;2882;-85
53e1e;S.11 GBG. E236;18.09.2024 08:14;55.69486733920517;12.551568746566774;21,9;65,1;602;270;39;39;40;60;0;0;2882;-85
53e1e;S.11 GBG. E236;18.09.2024 08:29;55.69486733920517;12.551568746566774;21,9;65,3;612;270;40;39;47;60;0;0;2882;-85
53e1e;S.11 GBG. E236;18.09.2024 08:44;55.69486733920517;12.551568746566774;21,9;66,7;625;273;49;40;66;60;0;1;2882;-85
53e1e;S.11 GBG. E236;18.09.2024 08:59;55.69486733920517;12.551568746566774;22,0;68,1;917;284;59;49;71;60;0;1;2882;-85
53e1e;S.11 GBG. E236;18.09.2024 09:14;55.69486733920517;12.551568746566774;22,4;69,3;1136;311;61;45;79;62;3786;1;2882;-85
53e1e;S.11 GBG. E236;18.09.2024 09:29;55.69486733920517;12.551568746566774;22,7;69,3;1298;344;55;42;72;60;0;1;2882;-85
53e1e;S.11 GBG. E236;18.09.2024 09:44;55.69486733920517;12.551568746566774;22,9;68,2;1339;355;52;41;72;70;3822;1;2882;-85
53e1e;S.11 GBG. E236;18.09.2024 09:59;55.69486733920517;12.551568746566774;23,2;67,1;1356;352;44;41;62;88;4225;1;2882;-85
53e1e;S.11 GBG. E236;18.09.2024 10:14;55.69486733920517;12.551568746566774;23,3;65,5;1316;346;61;44;77;64;3879;1;2882;-85
53e1e;S.11 GBG. E236;18.09.2024 10:29;55.69486733920517;12.551568746566774;23,4;65,0;1382;337;56;42;67;70;3859;1;2882;-85
53e1e;S.11 GBG. E236;18.09.2024 10:44;55.69486733920517;12.551568746566774;23,6;64,4;1449;334;55;44;67;72;3840;1;2882;-85
53e1e;S.11 GBG. E236;18.09.2024 10:59;55.69486733920517;12.551568746566774;23,7;63,6;1404;328;53;43;80;70;4186;1;2882;-85
53e1e;S.11 GBG. E236;18.09.2024 11:14;55.69486733920517;12.551568746566774;23,8;62,7;1399;324;53;45;67;70;4216;1;2882;-85
53e1e;S.11 GBG. E236;18.09.2024 11:29;55.69486733920517;12.551568746566774;23,9;62,3;1353;318;60;50;70;90;4240;1;2882;-85
53e1e;S.11 GBG. E236;18.09.2024 11:44;55.69486733920517;12.551568746566774;23,9;62,2;1375;314;59;42;83;72;3961;1;2882;-85
53e1e;S.11 GBG. E236;18.09.2024 11:59;55.69486733920517;12.551568746566774;24,1;61,7;1415;311;53;41;63;74;3973;1;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 12:14;55.69486733920517;12.551568746566774;24,1;61,3;1397;314;53;42;66;62;3851;1;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 12:29;55.69486733920517;12.551568746566774;23,9;60,4;1177;307;57;43;78;84;4185;1;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 12:44;55.69486733920517;12.551568746566774;23,7;59,8;928;324;49;43;63;66;3785;1;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 12:59;55.69486733920517;12.551568746566774;23,5;59,6;857;292;49;44;63;66;3813;1;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 13:14;55.69486733920517;12.551568746566774;23,3;59,4;721;265;43;41;49;68;3811;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 13:29;55.69486733920517;12.551568746566774;23,1;59,4;657;243;41;40;43;10;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 13:44;55.69486733920517;12.551568746566774;23,0;59,6;606;233;41;41;43;8;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 13:59;55.69486733920517;12.551568746566774;22,8;59,8;618;224;41;41;43;8;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 14:14;55.69486733920517;12.551568746566774;22,7;60,2;580;222;40;40;42;10;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 14:30;55.69486733920517;12.551568746566774;22,6;60,5;590;221;40;40;42;18;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 14:45;55.69486733920517;12.551568746566774;22,5;60,7;574;222;40;40;42;20;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 15:00;55.69486733920517;12.551568746566774;22,5;60,9;567;223;40;40;41;20;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 15:15;55.69486733920517;12.551568746566774;22,4;61,1;575;223;40;40;42;18;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 15:30;55.69486733920517;12.551568746566774;22,4;61,5;560;224;40;40;44;80;3906;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 15:45;55.69486733920517;12.551568746566774;22,3;61,7;569;225;41;40;56;16;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 16:00;55.69486733920517;12.551568746566774;22,3;61,9;597;227;40;40;41;16;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 16:15;55.69486733920517;12.551568746566774;22,3;62,3;577;229;40;39;41;16;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 16:30;55.69486733920517;12.551568746566774;22,2;62,6;579;234;40;39;41;14;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 16:45;55.69486733920517;12.551568746566774;22,2;63,0;564;239;40;39;52;76;3855;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 17:00;55.69486733920517;12.551568746566774;22,2;63,3;600;242;40;39;41;16;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 17:15;55.69486733920517;12.551568746566774;22,3;63,1;583;249;39;39;41;14;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 17:30;55.69486733920517;12.551568746566774;22,3;63,0;585;254;39;39;40;12;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 17:45;55.69486733920517;12.551568746566774;22,3;63,3;599;261;40;39;42;6;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 18:00;55.69486733920517;12.551568746566774;22,3;63,3;604;267;40;40;41;4;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 18:15;55.69486733920517;12.551568746566774;22,3;63,7;594;273;40;39;41;4;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 18:30;55.69486733920517;12.551568746566774;22,3;63,9;591;277;40;39;44;2;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 18:45;55.69486733920517;12.551568746566774;22,2;64,2;567;277;40;39;43;2;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 19:00;55.69486733920517;12.551568746566774;22,2;64,6;548;281;40;39;41;2;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 19:15;55.69486733920517;12.551568746566774;22,2;65,0;574;283;40;39;41;0;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 19:30;55.69486733920517;12.551568746566774;22,1;65,3;569;286;39;39;41;0;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 19:45;55.69486733920517;12.551568746566774;22,1;65,4;592;288;39;39;41;0;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 20:00;55.69486733920517;12.551568746566774;22,1;65,5;556;285;39;39;40;0;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 20:15;55.69486733920517;12.551568746566774;22,1;65,6;568;284;39;39;40;0;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 20:30;55.69486733920517;12.551568746566774;22,0;65,6;598;286;39;39;40;0;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 20:45;55.69486733920517;12.551568746566774;22,0;65,5;622;286;39;39;40;0;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 21:00;55.69486733920517;12.551568746566774;22,0;65,4;569;284;39;39;41;0;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 21:15;55.69486733920517;12.551568746566774;21,9;65,3;602;280;39;39;40;0;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 21:31;55.69486733920517;12.551568746566774;21,9;65,2;612;276;39;39;41;0;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 21:46;55.69486733920517;12.551568746566774;21,8;65,1;580;272;39;39;40;0;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 22:00;55.69486733920517;12.551568746566774;21,8;65,1;589;268;39;39;40;0;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 22:16;55.69486733920517;12.551568746566774;21,8;65,1;562;263;39;39;40;0;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 22:31;55.69486733920517;12.551568746566774;21,7;65,2;562;259;39;39;41;58;0;1;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 22:46;55.69486733920517;12.551568746566774;21,3;67,7;643;253;44;39;67;58;0;1;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 23:01;55.69486733920517;12.551568746566774;21,6;73,3;621;290;41;39;48;60;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 23:16;55.69486733920517;12.551568746566774;21,7;74,5;663;357;39;39;41;2;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 23:31;55.69486733920517;12.551568746566774;21,7;75,5;703;406;39;39;40;0;0;0;2882;-82
53e1e;S.11 GBG. E236;18.09.2024 23:46;55.69486733920517;12.551568746566774;21,8;74,4;666;497;39;39;46;0;0;0;2882;-80
53e1e;S.11 GBG. E236;19.09.2024 00:01;55.69486733920517;12.551568746566774;21,8;73,8;663;507;39;39;40;0;0;0;2882;-80
53e1e;S.11 GBG. E236;19.09.2024 00:16;55.69486733920517;12.551568746566774;21,8;73,6;641;536;39;39;40;0;0;0;2882;-80
53e1e;S.11 GBG. E236;19.09.2024 00:31;55.69486733920517;12.551568746566774;21,8;73,3;646;579;39;39;40;0;0;0;2882;-80
53e1e;S.11 GBG. E236;19.09.2024 00:46;55.69486733920517;12.551568746566774;21,9;72,2;664;579;39;39;40;0;0;0;2882;-80
53e1e;S.11 GBG. E236;19.09.2024 01:01;55.69486733920517;12.551568746566774;21,9;71,4;652;557;39;39;40;0;0;0;2882;-80
53e1e;S.11 GBG. E236;19.09.2024 01:16;55.69486733920517;12.551568746566774;21,9;70,8;649;553;39;39;40;0;0;0;2882;-80
53e1e;S.11 GBG. E236;19.09.2024 01:31;55.69486733920517;12.551568746566774;21,9;70,3;674;546;39;39;40;0;0;0;2882;-80
53e1e;S.11 GBG. E236;19.09.2024 01:46;55.69486733920517;12.551568746566774;21,9;69,7;669;519;39;39;40;0;0;0;2882;-80
53e1e;S.11 GBG. E236;19.09.2024 02:01;55.69486733920517;12.551568746566774;21,9;69,2;676;508;39;39;40;0;0;0;2882;-80
53e1e;S.11 GBG. E236;19.09.2024 02:16;55.69486733920517;12.551568746566774;21,9;68,7;659;511;39;39;40;0;0;0;2882;-80
53e1e;S.11 GBG. E236;19.09.2024 02:31;55.69486733920517;12.551568746566774;22,0;68,2;629;498;39;39;40;0;0;0;2882;-80
53e1e;S.11 GBG. E236;19.09.2024 02:46;55.69486733920517;12.551568746566774;22,0;67,9;675;496;39;39;40;0;0;0;2882;-80
53e1e;S.11 GBG. E236;19.09.2024 03:01;55.69486733920517;12.551568746566774;22,0;67,5;676;489;39;39;40;0;0;0;2882;-80
53e1e;S.11 GBG. E236;19.09.2024 03:16;55.69486733920517;12.551568746566774;22,0;67,2;647;485;39;39;40;0;0;0;2882;-80
53e1e;S.11 GBG. E236;19.09.2024 03:31;55.69486733920517;12.551568746566774;22,0;66,9;657;488;39;39;40;0;0;0;2882;-80
53e1e;S.11 GBG. E236;19.09.2024 03:46;55.69486733920517;12.551568746566774;22,0;66,6;652;482;40;39;46;0;0;0;2880;-78
53e1e;S.11 GBG. E236;19.09.2024 04:01;55.69486733920517;12.551568746566774;22,0;66,4;645;475;39;39;40;0;0;0;2880;-78
53e1e;S.11 GBG. E236;19.09.2024 04:16;55.69486733920517;12.551568746566774;22,0;66,2;681;475;39;39;40;0;0;0;2880;-78
53e1e;S.11 GBG. E236;19.09.2024 04:31;55.69486733920517;12.551568746566774;22,0;66,0;669;481;39;39;40;0;0;0;2880;-78
53e1e;S.11 GBG. E236;19.09.2024 04:46;55.69486733920517;12.551568746566774;22,0;65,8;646;463;39;39;40;0;0;0;2880;-78
53e1e;S.11 GBG. E236;19.09.2024 05:01;55.69486733920517;12.551568746566774;22,0;65,7;634;473;39;39;40;0;0;0;2880;-78
53e1e;S.11 GBG. E236;19.09.2024 05:16;55.69486733920517;12.551568746566774;21,9;64,7;626;432;39;39;40;0;0;0;2880;-78
53e1e;S.11 GBG. E236;19.09.2024 05:32;55.69486733920517;12.551568746566774;21,9;64,0;600;365;39;39;40;0;0;0;2880;-78
53e1e;S.11 GBG. E236;19.09.2024 05:47;55.69486733920517;12.551568746566774;21,9;63,3;547;341;39;39;40;0;0;0;2880;-78
53e1e;S.11 GBG. E236;19.09.2024 06:02;55.69486733920517;12.551568746566774;21,8;62,7;580;319;39;39;40;0;0;0;2880;-78
53e1e;S.11 GBG. E236;19.09.2024 06:17;55.69486733920517;12.551568746566774;21,8;62,6;531;302;39;39;40;0;0;0;2880;-78
53e1e;S.11 GBG. E236;19.09.2024 06:32;55.69486733920517;12.551568746566774;21,8;62,4;529;291;39;39;40;0;0;0;2880;-78
53e1e;S.11 GBG. E236;19.09.2024 06:47;55.69486733920517;12.551568746566774;21,8;62,1;565;277;39;39;40;0;0;0;2880;-78
53e1e;S.11 GBG. E236;19.09.2024 07:02;55.69486733920517;12.551568746566774;21,8;61,9;535;267;39;39;40;2;0;0;2880;-78
53e1e;S.11 GBG. E236;19.09.2024 07:17;55.69486733920517;12.551568746566774;21,8;61,6;543;258;39;39;40;2;0;0;2880;-78
53e1e;S.11 GBG. E236;19.09.2024 07:32;55.69486733920517;12.551568746566774;21,8;61,2;556;251;39;39;40;2;0;0;2880;-78
53e1e;S.11 GBG. E236;19.09.2024 07:47;55.69486733920517;12.551568746566774;21,8;60,9;512;243;39;38;40;2;0;0;2880;-85
53e1e;S.11 GBG. E236;19.09.2024 08:02;55.69486733920517;12.551568746566774;21,8;60,8;514;236;39;39;40;2;0;0;2880;-85
53e1e;S.11 GBG. E236;19.09.2024 08:17;55.69486733920517;12.551568746566774;21,8;61,1;624;228;45;39;82;60;0;1;2880;-85
53e1e;S.11 GBG. E236;19.09.2024 08:32;55.69486733920517;12.551568746566774;22,0;63,5;823;236;55;45;78;60;0;1;2880;-85
53e1e;S.11 GBG. E236;19.09.2024 08:47;55.69486733920517;12.551568746566774;22,3;64,7;1113;277;55;40;73;92;4237;1;2880;-85
53e1e;S.11 GBG. E236;19.09.2024 09:02;55.69486733920517;12.551568746566774;22,5;64,7;1207;309;52;39;76;90;4207;1;2880;-85
53e1e;S.11 GBG. E236;19.09.2024 09:17;55.69486733920517;12.551568746566774;22,8;64,4;1296;318;49;40;68;90;4221;1;2880;-85
53e1e;S.11 GBG. E236;19.09.2024 09:32;55.69486733920517;12.551568746566774;22,9;63,6;1299;323;53;40;66;90;4215;1;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 09:47;55.69486733920517;12.551568746566774;23,1;62,8;1251;319;51;40;70;84;4149;1;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 10:02;55.69486733920517;12.551568746566774;23,1;62,0;1217;310;52;41;74;90;4230;1;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 10:17;55.69486733920517;12.551568746566774;23,2;62,2;1287;305;55;44;68;90;4194;1;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 10:32;55.69486733920517;12.551568746566774;23,3;62,1;1317;311;54;43;75;90;4238;1;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 10:47;55.69486733920517;12.551568746566774;23,3;60,0;1089;301;55;45;64;94;4239;1;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 11:02;55.69486733920517;12.551568746566774;23,2;59,0;995;270;55;44;64;100;4242;1;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 11:17;55.69486733920517;12.551568746566774;23,2;58,7;936;252;61;54;73;96;4229;1;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 11:32;55.69486733920517;12.551568746566774;23,3;59,2;1063;244;54;42;67;100;4196;1;2880;-85
53e1e;S.11 GBG. E236;19.09.2024 11:47;55.69486733920517;12.551568746566774;23,5;59,6;1182;255;56;41;76;88;4144;1;2880;-85
53e1e;S.11 GBG. E236;19.09.2024 12:02;55.69486733920517;12.551568746566774;23,4;59,2;1025;263;53;41;72;78;3832;0;2880;-85
53e1e;S.11 GBG. E236;19.09.2024 12:17;55.69486733920517;12.551568746566774;23,2;59,1;812;253;45;41;58;80;3833;1;2880;-85
53e1e;S.11 GBG. E236;19.09.2024 12:32;55.69486733920517;12.551568746566774;23,3;61,7;1058;249;50;43;62;108;4138;1;2880;-80
53e1e;S.11 GBG. E236;19.09.2024 12:47;55.69486733920517;12.551568746566774;23,7;64,6;1317;286;56;41;90;128;4191;1;2880;-80
53e1e;S.11 GBG. E236;19.09.2024 13:02;55.69486733920517;12.551568746566774;23,8;64,3;1269;326;52;42;72;126;4194;1;2880;-80
53e1e;S.11 GBG. E236;19.09.2024 13:18;55.69486733920517;12.551568746566774;24,3;63,3;1243;334;51;42;66;124;4199;1;2880;-80
53e1e;S.11 GBG. E236;19.09.2024 13:33;55.69486733920517;12.551568746566774;24,2;62,0;1090;329;56;47;72;118;4204;1;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 13:48;55.69486733920517;12.551568746566774;24,3;62,3;1228;308;52;42;64;116;4208;1;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 14:03;55.69486733920517;12.551568746566774;24,4;62,2;1225;313;54;42;69;108;4180;1;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 14:18;55.69486733920517;12.551568746566774;24,5;62,2;1280;317;55;43;69;110;4209;1;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 14:33;55.69486733920517;12.551568746566774;24,5;61,6;1226;318;51;43;63;108;4205;1;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 14:48;55.69486733920517;12.551568746566774;24,6;61,1;1227;318;49;43;58;82;3851;1;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 15:03;55.69486733920517;12.551568746566774;24,6;60,4;1158;305;51;42;63;84;3866;1;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 15:18;55.69486733920517;12.551568746566774;24,6;59,9;1113;296;51;44;65;76;3894;1;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 15:33;55.69486733920517;12.551568746566774;24,6;59,3;1014;284;53;46;62;76;3845;1;2880;-85
53e1e;S.11 GBG. E236;19.09.2024 15:48;55.69486733920517;12.551568746566774;24,4;58,8;852;273;49;45;54;74;3862;1;2880;-85
53e1e;S.11 GBG. E236;19.09.2024 16:03;55.69486733920517;12.551568746566774;24,2;58,6;730;257;46;43;60;80;3891;0;2880;-85
53e1e;S.11 GBG. E236;19.09.2024 16:18;55.69486733920517;12.551568746566774;24,0;59,0;628;250;44;42;47;82;3886;1;2880;-85
53e1e;S.11 GBG. E236;19.09.2024 16:33;55.69486733920517;12.551568746566774;23,9;59,4;588;243;43;42;54;82;3875;0;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 16:48;55.69486733920517;12.551568746566774;23,8;59,7;592;242;42;41;45;20;0;0;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 17:03;55.69486733920517;12.551568746566774;23,6;60,2;592;237;42;41;48;18;0;0;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 17:18;55.69486733920517;12.551568746566774;23,4;60,9;572;244;42;41;43;22;0;0;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 17:33;55.69486733920517;12.551568746566774;23,4;61,4;613;250;42;41;44;12;0;0;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 17:48;55.69486733920517;12.551568746566774;23,3;61,9;597;255;41;41;44;4;0;0;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 18:03;55.69486733920517;12.551568746566774;23,2;62,5;591;260;41;41;43;4;0;0;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 18:18;55.69486733920517;12.551568746566774;23,1;63,0;591;265;41;40;44;4;0;0;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 18:33;55.69486733920517;12.551568746566774;23,0;63,2;600;268;41;41;43;2;0;0;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 18:48;55.69486733920517;12.551568746566774;22,9;63,9;566;273;41;41;45;2;0;0;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 19:03;55.69486733920517;12.551568746566774;22,8;64,9;591;280;41;40;42;2;0;0;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 19:18;55.69486733920517;12.551568746566774;22,7;65,2;539;284;40;40;43;0;0;0;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 19:33;55.69486733920517;12.551568746566774;22,7;65,6;567;283;40;40;42;0;0;0;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 19:48;55.69486733920517;12.551568746566774;22,7;65,8;591;281;40;40;47;0;0;0;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 20:03;55.69486733920517;12.551568746566774;22,6;66,2;539;281;40;40;42;0;0;0;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 20:19;55.69486733920517;12.551568746566774;22,5;66,6;606;283;40;40;42;0;0;0;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 20:34;55.69486733920517;12.551568746566774;22,5;66,4;589;281;40;40;42;0;0;0;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 20:49;55.69486733920517;12.551568746566774;22,4;66,5;565;282;40;39;41;0;0;0;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 21:04;55.69486733920517;12.551568746566774;22,3;66,7;559;281;40;40;41;0;0;0;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 21:19;55.69486733920517;12.551568746566774;22,3;66,8;564;281;40;40;43;0;0;0;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 21:34;55.69486733920517;12.551568746566774;22,2;66,9;597;279;40;40;41;0;0;0;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 21:49;55.69486733920517;12.551568746566774;22,2;67,0;570;278;40;39;41;0;0;0;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 22:04;55.69486733920517;12.551568746566774;22,2;67,2;585;278;40;39;47;0;0;0;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 22:19;55.69486733920517;12.551568746566774;22,1;67,5;560;276;40;39;43;0;0;0;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 22:34;55.69486733920517;12.551568746566774;22,1;67,8;597;280;39;39;41;0;0;0;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 22:49;55.69486733920517;12.551568746566774;22,1;67,8;557;279;39;39;40;0;0;0;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 23:04;55.69486733920517;12.551568746566774;22,0;68,0;568;281;39;39;41;0;0;0;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 23:19;55.69486733920517;12.551568746566774;22,0;68,0;563;281;39;39;41;0;0;0;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 23:34;55.69486733920517;12.551568746566774;22,0;68,0;559;284;39;39;40;0;0;0;2880;-82
53e1e;S.11 GBG. E236;19.09.2024 23:49;55.69486733920517;12.551568746566774;22,1;66,8;571;286;39;39;41;60;0;0;2880;-82
53e1e;S.11 GBG. E236;20.09.2024 00:04;55.69486733920517;12.551568746566774;22,2;65,9;570;293;39;39;40;0;0;0;2880;-82
53e1e;S.11 GBG. E236;20.09.2024 00:19;55.69486733920517;12.551568746566774;22,2;65,8;554;294;39;39;40;0;0;0;2880;-82
53e1e;S.11 GBG. E236;20.09.2024 00:34;55.69486733920517;12.551568746566774;22,2;65,8;579;300;39;39;40;0;0;0;2880;-82
53e1e;S.11 GBG. E236;20.09.2024 00:49;55.69486733920517;12.551568746566774;22,3;65,7;593;306;39;39;40;0;0;0;2880;-82
53e1e;S.11 GBG. E236;20.09.2024 01:04;55.69486733920517;12.551568746566774;22,3;65,4;586;310;39;39;40;0;0;0;2880;-82
53e1e;S.11 GBG. E236;20.09.2024 01:19;55.69486733920517;12.551568746566774;22,3;65,2;602;318;39;39;40;0;0;0;2880;-82
53e1e;S.11 GBG. E236;20.09.2024 01:34;55.69486733920517;12.551568746566774;22,3;64,9;576;326;39;39;40;0;0;0;2880;-82
53e1e;S.11 GBG. E236;20.09.2024 01:49;55.69486733920517;12.551568746566774;22,3;64,8;573;330;39;39;40;0;0;0;2880;-82
53e1e;S.11 GBG. E236;20.09.2024 02:04;55.69486733920517;12.551568746566774;22,3;64,7;597;333;39;39;40;0;0;0;2880;-82
